,source,target,route,size
491,1720,1584,RE11,3
492,1720,1712,R34,2
493,1720,1712,R38,2
494,1720,1712,RE11,1
495,1720,1718,S1,5
496,1720,1718,S2,5
497,1720,2046,R34,3
498,1720,2487,S1,6
499,1721,58,S9,5
500,1721,779,R31,5
501,1721,1187,S9,5
502,1721,1716,R31,3
503,1723,1719,S1,6
504,1723,1719,S2,6
505,1723,1719,S5,5
506,1723,1719,S6,6
507,1723,3468,S1,6
508,1723,3468,S2,6
509,1723,3468,S5,5
510,1723,3468,S6,6
511,1728,1712,R4,1
512,1728,1712,RE11,3
513,1728,1712,RE2,3
514,1728,1712,RE6,4
515,1728,1715,R28,5
516,1728,1841,RE8,5
517,1728,1841,RE80,3
518,1728,3098,RE4,1
519,1739,1093,R37,3
520,1739,2481,R37,3
521,1754,947,R18,3
522,1754,1698,R18,3
523,1761,947,R18,3
524,1761,1193,S7,3
525,1761,1930,S7,5
526,1808,397,R1,4
527,1808,1099,R1,3
528,1835,734,R8,1
529,1835,1425,R8,3
530,1835,2603,R8,1
531,1841,453,R14,5
532,1841,453,S8,6
533,1841,807,RE8,2
534,1841,905,RE8,2
535,1841,1550,RE8,1
536,1841,1581,S11,5
537,1841,1581,S9,6
538,1841,1728,RE8,3
539,1841,1728,RE80,3
540,1841,1842,S7,6
541,1841,2696,RE80,2
542,1841,2716,R14,3
543,1841,2716,S11,6
544,1841,2716,S7,3
545,1841,2716,S8,6
546,1841,2716,S9,6
547,1842,1841,S7,3
548,1842,3101,S7,6
549,1846,1139,RE8,2
550,1846,1189,R13,2
551,1846,2760,RE8,2
552,1846,2808,R13,2
553,1848,2419,R4,5
554,1848,3048,R4,3
555,1853,635,R21,1
556,1853,635,S30,2
557,1853,2833,R21,4
558,1853,2833,S30,1
559,1858,406,R25,1
560,1858,1402,R36,3
561,1858,1899,R36,3
562,1858,1936,R31,2
563,1858,2036,R31,3
564,1863,407,R37,3
565,1863,2301,R37,3
566,1899,1858,R36,3
567,1899,2391,R36,3
568,1917,1404,R25,2
569,1917,2909,S6,6
570,1919,2632,R11,2
571,1919,3013,R11,3
572,1930,1761,S7,3
573,1930,2612,S7,4
574,1930,2982,S7,1
575,1934,1575,R13,3
576,1934,1632,R13,3
577,1936,1858,R25,1
578,1936,2976,R31,2
579,1937,388,S8,6
580,1937,1066,S8,5
581,1940,926,R6,2
582,1940,1202,R5,3
583,1940,1202,R6,5
584,1940,2392,R5,3
585,1949,1528,R37,3
586,1949,1969,R37,2
587,1964,905,S8,6
588,1964,1066,S8,6
589,1969,937,R37,3
590,1969,1949,R37,2
591,1973,1005,R40,1
592,1974,734,R1,2
593,1974,734,R4,3
594,1974,2437,R1,3
595,1974,2437,R4,2
596,1998,811,R14,5
597,1998,905,R14,3
598,2015,1151,R1,3
599,2015,1473,R1,4
600,2019,2391,R36,3
601,2019,3014,R36,2
602,2033,858,S5,6
603,2033,2987,S5,5
604,2035,934,R8,1
605,2035,2894,R8,3
606,2036,1858,R31,5
607,2036,3053,R31,3
608,2046,1037,R36,3
609,2046,1039,R34,3
610,2046,1720,R34,3
611,2046,2301,R37,3
612,2046,3380,R35,3
613,2099,1229,RE6,2
614,2099,3025,RE6,2
615,2111,2564,R41,1
616,2111,2589,R38,3
617,2112,472,R8,1
618,2112,725,RE11,3
619,2112,866,R8,1
620,2112,1202,RE11,2
621,2112,2513,R8,3
622,2112,3109,RE11,1
623,2138,2640,R35,3
624,2138,3134,R35,3
625,2143,588,R34,3
626,2143,736,R34,3
627,2147,1712,R4,2
628,2147,1712,RE2,6
629,2147,1712,RE6,3
630,2147,2919,R4,3
631,2147,2919,RE6,3
632,2147,2920,RE2,2
633,2147,3016,RE2,3
634,2147,3061,S5,6
635,2147,3507,S5,6
636,2147,3507,S6,6
637,2151,1139,R13,3
638,2151,1258,R13,3
639,2195,2218,R12,1
640,2195,2760,R12,1
641,2211,1134,RE11,3
642,2211,1202,RE11,3
643,2218,1100,R12,1
644,2218,2195,R12,1
645,2218,2760,RE8,1
646,2223,424,R7,3
647,2223,632,R7,3
648,2223,2836,R14,3
649,2223,3183,R14,4
650,2235,424,R7,3
651,2235,1111,R7,3
652,2250,654,RE5,3
653,2260,801,R21,2
654,2260,801,S30,1
655,2260,1593,R21,2
656,2260,1593,S30,2
657,2275,1089,R11,3
658,2275,2477,R11,3
659,2301,1863,R37,3
660,2301,2046,R37,3
661,2335,1425,R8,1
662,2335,2336,R8,3
663,2335,3114,R8,2
664,2336,472,R8,3
665,2336,2335,R8,2
666,2337,634,S7,3
667,2337,950,S7,6
668,2345,381,S6,6
669,2345,2987,S5,6
670,2345,3098,S11,2
671,2345,3098,S5,6
672,2345,3098,S6,6
673,2391,1899,R36,3
674,2391,2019,R36,3
675,2392,1940,R5,3
676,2392,3022,R5,3
677,2419,799,R4,5
678,2419,1085,RE6,3
679,2419,1848,R4,3
680,2419,2437,R4,1
681,2419,2919,RE6,2
682,2435,2564,R41,1
683,2435,2651,R41,1
684,2437,734,R4,3
685,2437,734,RE6,3
686,2437,1085,R4,3
687,2437,1085,RE6,3
688,2437,1128,R1,4
689,2437,1974,R1,3
690,2437,1974,R4,2
691,2477,2275,R11,3
692,2477,2632,R11,3
693,2481,1188,R37,3
694,2481,1739,R37,3
695,2487,710,S1,6
696,2487,1720,S1,6
697,2504,1100,R12,1
698,2504,2916,R12,1
699,2513,934,R8,3
700,2513,2112,R8,4
701,2518,746,R41,1
702,2518,964,R41,1
703,2520,710,S1,6
704,2520,1688,S1,6
705,2557,1973,R40,1
706,2564,2111,R41,1
707,2564,2435,R41,1
708,2573,455,R13,1
709,2573,2760,R13,1
710,2589,1134,R38,3
711,2589,2111,R38,4
712,2603,576,R5,3
713,2603,734,R5,3
714,2603,734,R8,1
715,2603,1835,R8,3
716,2604,1688,S1,6
717,2604,2820,S1,5
718,2611,3134,R35,3
719,2611,3380,R35,3
720,2612,1119,S7,4
721,2612,1930,S7,3
722,2632,1919,R11,3
723,2632,2477,R11,3
724,2636,636,R21,1
725,2636,636,S30,2
726,2636,1542,R21,2
727,2636,1542,S30,1
728,2640,1311,R35,3
729,2640,2138,R35,3
730,2651,975,R41,1
731,2651,2435,R41,2
732,2655,2889,R31,2
733,2655,2976,R25,1
734,2686,937,R38,5
735,2686,1584,R38,3
736,2696,819,S11,6
737,2696,1230,S11,6
738,2696,1230,S9,5
739,2696,1841,RE80,2
740,2696,3222,RE80,3
741,2696,5052,S9,11
742,2697,397,R1,4
743,2697,632,R1,4
744,2713,461,RE4,1
745,2713,1259,R23,2
746,2713,1393,RE4,2
747,2713,3018,R23,1
748,2716,1711,R14,3
749,2716,1711,S11,6
750,2716,1711,S7,3
751,2716,1711,S8,5
752,2716,1711,S9,6
753,2716,1841,R14,5
754,2716,1841,S11,6
755,2716,1841,S7,5
756,2716,1841,S8,6
757,2716,1841,S9,6
758,2757,948,R23,1
759,2757,3018,R23,2
760,2760,1846,RE8,2
761,2760,2195,R12,1
762,2760,2573,R13,1
763,2760,2916,RE8,1
764,2763,926,R6,4
765,2763,997,R6,3
766,2790,457,R41,1
767,2790,746,R34,2
768,2790,746,R41,1
769,2793,461,RE4,2
770,2793,3012,RE4,1
771,2808,455,R13,2
772,2808,1846,R13,2
773,2820,1584,S1,6
774,2820,2604,S1,5
775,2833,1853,R21,1
776,2833,1853,S30,2
777,2833,2906,R21,3
778,2833,2906,S30,1
779,2836,811,R14,3
780,2836,2223,R14,5
781,2850,2916,RE8,3
782,2850,3071,R12,1
783,2881,1415,R40,1
784,2889,1682,R35,3
785,2889,2655,R25,1
786,2889,2973,R31,2
787,2889,2973,R35,2
788,2894,1153,R8,3
789,2894,2035,R8,2
790,2906,636,R21,3
791,2906,636,S30,1
792,2906,2833,R21,1
793,2906,2833,S30,2
794,2909,1618,S6,5
795,2909,1917,S6,6
796,2910,380,S5,6
797,2910,951,S5,6
798,2916,641,R12,1
799,2916,2218,RE8,1
800,2916,2504,R12,1
801,2916,2760,RE8,2
802,2916,2850,RE8,1
803,2919,734,RE6,1
804,2919,892,R6,5
805,2919,951,S5,6
806,2919,2147,R4,3
807,2919,2147,RE6,3
808,2919,2419,R4,1
809,2919,2419,RE6,2
810,2919,2920,R2,6
811,2919,3048,R4,5
812,2920,2147,RE2,2
813,2920,2919,R2,6
814,2920,3016,RE2,3
815,2920,3594,R2,6
816,2923,780,S9,6
817,2923,1386,S9,6
818,2930,891,S7,5
819,2930,1604,S7,3
820,2934,1402,R36,3
821,2934,1407,R36,2
822,2973,2889,R25,1
823,2973,2889,R35,2
824,2973,2981,R31,2
825,2973,2981,R35,3
826,2974,451,S40,3
827,2974,451,S50,3
828,2974,85099,S40,3
829,2974,85099,S50,3
830,2976,1936,R25,1
831,2976,2655,R31,2
832,2981,193,R31,2
833,2981,193,R35,3
834,2981,2973,R25,1
835,2981,2973,R35,2
836,2982,1119,S7,3
837,2982,1550,S7,5
838,2987,2033,S5,5
839,2987,2345,S5,6
840,2993,618,R13,2
841,2993,618,RE8,3
842,2993,1329,R13,3
843,2993,1632,RE8,3
844,2994,1393,RE5,3
845,2994,1393,S50,2
846,2994,1413,S5,6
847,2994,1492,RE5,3
848,2994,1492,S40,3
849,2994,1492,S50,3
850,3012,1253,RE4,1
851,3012,2793,RE4,2
852,3013,1263,R11,4
853,3013,1919,R11,2
854,3014,2019,R36,3
855,3015,807,R7,2
856,3015,1550,R7,2
857,3016,632,RE2,6
858,3016,2147,RE2,3
859,3016,2920,RE2,2
860,3016,3594,R2,6
861,3016,3595,R2,6
862,3018,2713,R23,2
863,3018,2757,R23,1
864,3022,1634,R5,3
865,3022,2392,R5,3
866,3025,2099,RE6,3
867,3032,698,R25,2
868,3032,1404,R25,1
869,3038,813,R8,3
870,3038,1425,R8,2
871,3048,1848,R4,5
872,3048,2919,R4,3
873,3053,367,R31,3
874,3053,1858,R31,1
875,3053,2036,R31,6
876,3061,1690,S5,5
877,3061,2147,S5,6
878,3071,641,R12,1
879,3071,2850,R12,1
880,3074,634,S7,6
881,3074,891,S7,3
882,3095,1037,R36,3
883,3095,1467,R36,3
884,3098,766,R23,1
885,3098,766,RE4,1
886,3098,1554,R21,2
887,3098,1554,RE5,5
888,3098,1708,S11,2
889,3098,1708,S5,6
890,3098,1708,S6,5
891,3098,1715,R23,2
892,3098,1715,RE5,3
893,3098,1728,RE4,1
894,3098,2345,S11,2
895,3098,2345,S5,6
896,3098,2345,S6,6
897,3099,1708,S11,2
898,3099,1708,S5,6
899,3099,1708,S6,6
900,3099,1712,R6,2
901,3099,1712,RE2,3
902,3099,1713,S5,6
903,3099,1713,S6,6
904,3099,1715,R6,1
905,3099,1715,RE2,3
906,3099,1715,S11,2
907,3101,768,S7,6
908,3101,1842,S7,3
909,3109,1202,R40,1
910,3109,1202,RE11,1
911,3114,813,R8,2
912,3114,2335,R8,3
913,3119,381,S6,6
914,3119,1174,S6,6
915,3123,964,R41,1
916,3134,2138,R35,3
917,3134,2611,R35,3
918,3169,1712,S9,6
919,3169,1717,S9,6
920,3169,1718,S5,6
921,3169,1718,S6,6
922,3169,3507,S5,6
923,3169,3507,S6,5
924,3183,632,R14,4
925,3183,2223,R14,3
926,3222,401,R18,3
927,3222,1158,R18,3
928,3222,1158,RE80,3
929,3222,1158,S11,6
930,3222,1208,S11,5
931,3222,2696,RE80,3
932,3372,997,R6,5
933,3372,1201,R6,3
934,3380,2046,R35,3
935,3380,2611,R35,3
936,3468,1718,S1,6
937,3468,1718,S2,5
938,3468,1718,S5,6
939,3468,1718,S6,6
940,3468,1723,S1,6
941,3468,1723,S2,6
942,3468,1723,S5,6
943,3468,1723,S6,6
944,3507,2147,S5,6
945,3507,2147,S6,6
946,3507,3169,S5,6
947,3507,3169,S6,5
948,3594,2920,R2,6
949,3594,3016,R2,6
950,3595,3016,R2,5
951,3595,3596,R2,5
952,3596,632,R2,6
953,3596,3595,R2,5
954,5046,819,S4,5
955,5046,5073,R16,3
956,5046,5073,S4,5
957,5046,5086,R16,6
958,5048,1707,R17,5
959,5048,1707,R22,6
960,5048,1707,R27,2
961,5048,1707,R28,6
962,5048,1707,RE1,1
963,5048,1707,XP1,6
964,5048,1707,XP2,6
965,5048,5064,S1,6
966,5048,5064,S3,6
967,5048,5064,S9,12
968,5048,5262,R27,4
969,5048,5262,R28,10
970,5048,5264,XP1,6
971,5048,5309,R22,5
972,5048,5314,RE1,6
973,5048,5336,R17,6
974,5048,5338,RE7,1
975,5049,5064,S9,12
976,5049,5073,S9,12
977,5051,5348,RE3,1
978,5052,2696,S9,11
979,5052,5073,S9,12
980,5053,1707,XP1,5
981,5053,5054,R16,6
982,5053,5054,R17,6
983,5053,5054,R22,6
984,5053,5054,R27,4
985,5053,5054,RE1,5
986,5053,5054,RE7,1
987,5053,5054,S3,6
988,5053,5054,S4,6
989,5054,1707,R16,6
990,5054,1707,R17,6
991,5054,1707,R22,6
992,5054,1707,R27,4
993,5054,1707,RE1,5
994,5054,1707,RE7,1
995,5054,1707,S3,6
996,5054,1707,S4,5
997,5054,5053,R16,4
998,5054,5053,R17,6
999,5054,5053,R22,6
1000,5054,5053,R27,3
1001,5054,5053,RE1,2
1002,5054,5053,S3,6
1003,5054,5053,S4,6
1004,5056,1707,S1,6
1005,5056,1707,S3,6
1006,5056,5057,S1,5
1007,5056,5057,S3,6
1008,5057,5056,S1,5
1009,5057,5056,S3,6
1010,5057,5058,S1,6
1011,5057,5058,S3,6
1012,5058,5057,S1,6
1013,5058,5057,S3,6
1014,5058,5059,S1,6
1015,5058,5059,S3,6
1016,5059,5058,S1,6
1017,5059,5058,S3,6
1018,5059,5060,S1,6
1019,5059,5060,S3,6
1020,5060,5059,S1,6
1021,5060,5059,S3,6
1022,5060,5061,S1,6
1023,5060,5061,S3,6
1024,5061,5060,S1,6
1025,5061,5060,S3,6
1026,5061,5062,S1,6
1027,5061,5062,S3,6
1028,5062,5061,S1,6
1029,5062,5061,S3,6
1030,5062,5063,S1,6
1031,5062,5063,S3,5
1032,5063,5062,S1,6
1033,5063,5062,S3,5
1034,5063,5064,S1,6
1035,5063,5064,S3,5
1036,5064,5048,S1,6
1037,5064,5048,S3,6
1038,5064,5048,S9,12
1039,5064,5049,S9,12
1040,5064,5063,S1,6
1041,5064,5063,S3,6
1042,5065,1707,R16,4
1043,5065,1707,S2,12
1044,5065,1707,S4,6
1045,5065,5066,S2,12
1046,5065,5066,S4,6
1047,5065,5073,R16,5
1048,5066,5065,S2,12
1049,5066,5065,S4,6
1050,5066,5409,S2,12
1051,5066,5409,S4,6
1052,5069,5070,S2,12
1053,5069,5070,S4,6
1054,5069,5409,S2,10
1055,5069,5409,S4,6
1056,5070,5069,S2,12
1057,5070,5069,S4,6
1058,5070,5071,S4,6
1059,5071,5070,S4,6
1060,5071,5072,S4,6
1061,5072,5071,S4,6
1062,5072,5073,S4,6
1063,5073,5046,R16,6
1064,5073,5046,S4,5
1065,5073,5049,S9,12
1066,5073,5052,S9,12
1067,5073,5065,R16,4
1068,5073,5072,S4,6
1069,5086,5046,R16,4
1070,5086,5087,R16,6
1071,5087,5086,R16,4
1072,5087,5088,R16,6
1073,5088,5087,R16,4
1074,5088,5089,R16,6
1075,5089,5088,R16,4
1076,5089,5090,R16,6
1077,5090,5089,R16,4
1078,5090,5091,R16,5
1079,5091,5090,R16,4
1080,5091,5092,R16,5
1081,5092,1698,R16,6
1082,5092,5091,R16,4
