,source,target,route,size
1083,5093,5352,RE3,1
1084,5093,5353,R3,1
1085,5093,5359,RE3,1
1086,5094,1698,R16,5
1087,5094,5095,R16,4
1088,5095,5094,R16,3
1089,5095,5096,R16,2
1090,5095,5097,R16,2
1091,5096,5095,R16,3
1092,5096,5097,R16,2
1093,5097,5096,R16,3
1094,5097,5098,R16,3
1095,5098,5097,R16,3
1096,5151,5152,RE3,1
1097,5151,5359,R3,2
1098,5151,5359,RE3,1
1099,5151,5361,R3,1
1100,5152,5151,RE3,1
1101,5152,5361,R3,2
1102,5152,5362,R3,1
1103,5152,5364,RE3,2
1104,5154,734,RE3,1
1105,5154,5366,RE3,2
1106,5154,5367,R3,2
1107,5154,5368,R3,2
1108,5154,5370,RE3,1
1109,5262,5048,R27,3
1110,5262,5048,R28,4
1111,5262,5263,R27,4
1112,5262,5263,R28,10
1113,5263,5262,R27,3
1114,5263,5262,R28,4
1115,5263,5264,R27,4
1116,5263,5264,R28,12
1117,5264,766,S50,6
1118,5264,5048,XP1,6
1119,5264,5048,XP2,6
1120,5264,5263,R27,3
1121,5264,5263,R28,6
1122,5264,5265,R28,12
1123,5264,5265,S50,6
1124,5264,5266,XP1,5
1125,5264,5334,R27,4
1126,5265,5264,R28,6
1127,5265,5264,S50,6
1128,5265,5266,R28,12
1129,5265,5266,S50,6
1130,5266,5264,XP1,5
1131,5266,5264,XP2,6
1132,5266,5265,R28,6
1133,5266,5265,S50,6
1134,5266,5276,R28,3
1135,5266,5276,S50,2
1136,5276,5266,R28,3
1137,5276,5266,S50,1
1138,5276,5266,XP2,3
1139,5309,5048,R22,5
1140,5309,5310,R22,6
1141,5310,5309,R22,6
1142,5310,5311,R22,6
1143,5311,5310,R22,6
1144,5311,5312,R22,6
1145,5312,5311,R22,6
1146,5312,5313,R22,6
1147,5313,5312,R22,6
1148,5313,5314,R22,6
1149,5314,5048,RE1,1
1150,5314,5313,R22,6
1151,5314,5315,R22,6
1152,5314,5318,RE1,5
1153,5315,5314,R22,6
1154,5315,5316,R22,6
1155,5316,5315,R22,6
1156,5316,5317,R22,5
1157,5317,5316,R22,5
1158,5317,5318,R22,5
1159,5318,5314,RE1,1
1160,5318,5317,R22,6
1161,5318,5319,R22,6
1162,5318,5319,RE1,5
1163,5319,5318,R22,6
1164,5319,5318,RE1,1
1165,5319,5320,RE1,5
1166,5320,5319,R22,2
1167,5320,5319,RE1,1
1168,5320,5321,RE1,5
1169,5321,5320,R22,2
1170,5321,5320,RE1,1
1171,5321,5322,RE1,4
1172,5322,5321,R22,2
1173,5322,5321,RE1,1
1174,5322,5323,RE1,4
1175,5323,5322,R22,1
1176,5323,5322,RE1,1
1177,5323,5325,R22,1
1178,5323,5325,RE1,4
1179,5325,5323,R22,2
1180,5325,5323,RE1,1
1181,5325,5326,R22,1
1182,5325,5326,RE1,4
1183,5326,5325,R22,2
1184,5326,5325,RE1,1
1185,5326,5327,R22,1
1186,5326,5327,RE1,4
1187,5327,5326,R22,2
1188,5327,5326,RE1,1
1189,5327,5328,R22,1
1190,5327,5328,RE1,4
1191,5328,5327,R22,2
1192,5328,5327,RE1,1
1193,5332,5333,R27,3
1194,5333,5332,R27,4
1195,5333,5334,R27,3
1196,5334,5264,R27,3
1197,5334,5333,R27,4
1198,5336,5048,R17,6
1199,5336,5337,R17,6
1200,5337,5336,R17,6
1201,5337,5338,R17,6
1202,5338,5337,R17,6
1203,5338,5339,R17,6
1204,5338,5343,RE7,1
1205,5339,5338,R17,6
1206,5339,5340,R17,6
1207,5340,5339,R17,6
1208,5340,5341,R17,6
1209,5341,5340,R17,6
1210,5341,5342,R17,6
1211,5342,5341,R17,6
1212,5342,5343,R17,5
1213,5343,5342,R17,5
1214,5343,5344,R17,5
1215,5343,5344,RE7,1
1216,5344,5343,R17,5
1217,5344,5345,R17,6
1218,5344,5345,RE7,1
1219,5345,5344,R17,6
1220,5345,5346,R17,6
1221,5346,5345,R17,6
1222,5348,5051,RE3,1
1223,5348,5350,RE3,1
1224,5350,5348,RE3,1
1225,5350,5352,RE3,1
1226,5351,5350,R3,1
1227,5352,5093,RE3,1
1228,5352,5350,RE3,1
1229,5352,5351,R3,1
1230,5353,5352,R3,1
1231,5355,5093,R3,2
1232,5356,5355,R3,2
1233,5357,5356,R3,2
1234,5359,5093,RE3,1
1235,5359,5151,RE3,1
1236,5359,5357,R3,2
1237,5361,5151,R3,3
1238,5361,5152,R3,1
1239,5362,5152,R3,2
1240,5362,5363,R3,1
1241,5363,5362,R3,2
1242,5363,5364,R3,1
1243,5364,5152,RE3,1
1244,5364,5363,R3,2
1245,5364,5365,R3,1
1246,5364,5365,RE3,2
1247,5365,5364,R3,2
1248,5365,5364,RE3,2
1249,5365,5366,R3,1
1250,5365,5366,RE3,2
1251,5366,5154,RE3,2
1252,5366,5365,R3,2
1253,5366,5365,RE3,2
1254,5366,5367,R3,1
1255,5367,5154,R3,1
1256,5367,5366,R3,2
1257,5368,5154,R3,5
1258,5368,5369,R3,2
1259,5369,5368,R3,5
1260,5369,5370,R3,2
1261,5370,734,RE3,1
1262,5370,5154,RE3,1
1263,5370,5369,R3,5
1264,5370,5374,R3,2
1265,5374,5370,R3,4
1266,5374,5375,R3,2
1267,5375,5374,R3,4
1268,5375,5376,R3,2
1269,5376,5375,R3,4
1270,5376,5378,R3,2
1271,5378,734,R3,2
1272,5378,5376,R3,4
1273,5409,5066,S2,10
1274,5409,5066,S4,6
1275,5409,5069,S2,10
1276,5409,5069,S4,6
1277,85033,85053,S40,2
1278,85033,85099,S40,2
1279,85033,85099,S50,3
1280,85053,1087,S40,3
1281,85053,85033,S40,2
1282,85099,2974,S40,3
1283,85099,2974,S50,3
1284,85099,85033,S40,2
1285,85099,85033,S50,2
