,source,target,size
872,5321,5322.0,60
873,5322,5321.0,62
874,5322,5323.0,60
875,5323,5322.0,38
876,5323,5325.0,83
877,5325,5323.0,61
878,5325,5326.0,83
879,5326,5325.0,61
880,5326,5327.0,83
881,5327,5326.0,61
882,5327,5328.0,83
883,5328,5327.0,61
884,5332,5333.0,30
885,5333,5332.0,40
886,5333,5334.0,30
887,5334,5264.0,30
888,5334,5333.0,40
889,5336,5048.0,90
890,5336,5337.0,90
891,5337,5336.0,90
892,5337,5338.0,90
893,5338,5337.0,90
894,5338,5339.0,90
895,5338,5343.0,8
896,5339,5338.0,90
897,5339,5340.0,90
898,5340,5339.0,90
899,5340,5341.0,90
900,5341,5340.0,90
901,5341,5342.0,90
902,5342,5341.0,90
903,5342,5343.0,75
904,5343,5342.0,75
905,5343,5344.0,83
906,5344,5343.0,75
907,5344,5345.0,98
908,5345,5344.0,90
909,5345,5346.0,90
910,5346,5345.0,90
911,5348,5051.0,14
912,5348,5350.0,13
913,5350,5348.0,14
914,5350,5352.0,13
915,5351,5350.0,31
916,5352,5093.0,13
917,5352,5350.0,14
918,5352,5351.0,31
919,5353,5352.0,31
920,5355,5093.0,54
921,5356,5355.0,54
922,5357,5356.0,54
923,5359,5093.0,14
924,5359,5151.0,13
925,5359,5357.0,54
926,5361,5151.0,72
927,5361,5152.0,18
928,5362,5152.0,54
929,5362,5363.0,18
930,5363,5362.0,54
931,5363,5364.0,18
932,5364,5152.0,14
933,5364,5363.0,54
934,5364,5365.0,45
935,5365,5364.0,81
936,5365,5366.0,45
937,5366,5154.0,27
938,5366,5365.0,81
939,5366,5367.0,18
940,5367,5154.0,18
941,5367,5366.0,54
942,5368,5154.0,81
943,5368,5369.0,27
944,5369,5368.0,81
945,5369,5370.0,27
946,5370,734.0,14
947,5370,5154.0,14
948,5370,5369.0,81
949,5370,5374.0,27
950,5374,5370.0,72
951,5374,5375.0,27
952,5375,5374.0,72
953,5375,5376.0,27
954,5376,5375.0,72
955,5376,5378.0,27
956,5378,734.0,27
957,5378,5376.0,72
958,5409,5066.0,173
959,5409,5069.0,173
960,85033,85053.0,18
961,85033,85099.0,52
962,85053,1087.0,27
963,85053,85033.0,18
964,85099,2974.0,61
965,85099,85033.0,42
