,source,target,size
600,3222,1158.0,143
601,3222,1208.0,81
602,3222,2696.0,6
603,3372,997.0,22
604,3372,1201.0,11
605,3380,2046.0,10
606,3468,1718.0,416
607,3468,1723.0,500
608,3507,2147.0,294
609,3507,3169.0,280
610,3594,2920.0,14
611,3594,3016.0,27
612,3595,3016.0,14
613,3595,3596.0,27
614,3596,632.0,34
615,3596,3595.0,14
616,5046,819.0,91
617,5046,5073.0,103
618,5046,5086.0,80
619,5048,1707.0,338
620,5048,5064.0,225
621,5048,5262.0,103
622,5048,5264.0,40
623,5048,5309.0,84
624,5048,5336.0,90
625,5049,5064.0,90
626,5049,5073.0,72
627,5052,2696.0,72
628,5052,5073.0,90
629,5053,1707.0,35
630,5053,5054.0,400
631,5054,1707.0,400
632,5054,5053.0,463
633,5056,1707.0,191
634,5056,5057.0,166
635,5057,5056.0,166
636,5057,5058.0,191
637,5058,5057.0,166
638,5058,5059.0,191
639,5059,5058.0,166
640,5059,5060.0,191
641,5060,5059.0,166
642,5060,5061.0,191
643,5061,5060.0,166
644,5061,5062.0,191
645,5062,5061.0,166
646,5062,5063.0,191
647,5063,5062.0,153
648,5063,5064.0,191
649,5064,5048.0,294
650,5064,5049.0,72
651,5064,5063.0,153
652,5065,1707.0,185
653,5065,5066.0,146
654,5065,5073.0,62
655,5066,5065.0,128
656,5066,5409.0,146
657,5069,5070.0,165
658,5069,5409.0,109
659,5070,5069.0,109
660,5070,5071.0,108
661,5071,5070.0,78
662,5071,5072.0,108
663,5072,5071.0,78
664,5072,5073.0,108
665,5073,5046.0,188
666,5073,5049.0,90
667,5073,5052.0,72
668,5073,5065.0,57
669,5073,5072.0,78
670,5086,5046.0,38
671,5086,5087.0,80
672,5087,5086.0,38
673,5087,5088.0,80
674,5088,5087.0,38
675,5088,5089.0,71
676,5089,5088.0,38
677,5089,5090.0,71
678,5090,5089.0,38
679,5090,5091.0,71
680,5091,5090.0,19
681,5091,5092.0,71
682,5092,1698.0,90
683,5092,5091.0,19
684,5093,5352.0,13
685,5094,1698.0,19
686,5094,5095.0,75
687,5095,5094.0,19
688,5095,5096.0,57
689,5095,5097.0,18
690,5096,5095.0,19
691,5096,5097.0,57
692,5097,5096.0,19
693,5097,5098.0,75
694,5098,5097.0,19
695,5151,5359.0,36
696,5152,5361.0,23
697,5154,5367.0,23
698,5262,5048.0,60
699,5262,5263.0,103
700,5263,5262.0,60
701,5263,5264.0,120
702,5264,766.0,60
703,5264,5048.0,72
704,5264,5263.0,60
705,5264,5265.0,144
706,5264,5266.0,40
707,5264,5334.0,20
708,5265,5264.0,110
709,5265,5266.0,144
710,5266,5264.0,67
711,5266,5265.0,110
712,5266,5276.0,40
713,5276,5266.0,46
714,5309,5048.0,91
715,5309,5310.0,99
716,5310,5309.0,91
717,5310,5311.0,99
718,5311,5310.0,91
719,5311,5312.0,99
720,5312,5311.0,91
721,5312,5313.0,99
722,5313,5312.0,91
723,5313,5314.0,99
724,5314,5313.0,91
725,5314,5315.0,99
726,5315,5314.0,91
727,5315,5316.0,99
728,5316,5315.0,91
729,5316,5317.0,99
730,5317,5316.0,76
731,5317,5318.0,99
732,5318,5317.0,76
733,5318,5319.0,129
734,5319,5318.0,76
735,5319,5320.0,39
736,5320,5319.0,46
737,5320,5321.0,39
738,5321,5320.0,46
739,5321,5322.0,39
740,5322,5321.0,46
741,5322,5323.0,39
742,5323,5322.0,23
743,5323,5324.0,24
744,5323,5325.0,30
745,5324,5325.0,24
746,5325,5323.0,23
747,5325,5326.0,54
748,5326,5325.0,23
749,5326,5327.0,54
750,5327,5326.0,23
751,5327,5328.0,54
752,5328,5327.0,23
753,5332,5333.0,10
754,5333,5332.0,20
755,5333,5334.0,10
756,5334,5264.0,10
757,5334,5333.0,20
758,5336,5048.0,75
759,5336,5337.0,90
760,5337,5336.0,75
761,5337,5338.0,90
762,5338,5337.0,75
763,5338,5339.0,90
764,5339,5338.0,75
765,5339,5340.0,90
766,5340,5339.0,75
767,5340,5341.0,90
768,5341,5340.0,75
769,5341,5342.0,90
770,5342,5341.0,75
771,5342,5343.0,90
772,5343,5342.0,60
773,5343,5344.0,90
774,5344,5343.0,60
775,5344,5345.0,105
776,5345,5344.0,60
777,5345,5346.0,105
778,5346,5345.0,60
779,5347,5051.0,31
780,5348,5051.0,13
781,5348,5347.0,31
782,5349,5348.0,31
783,5350,5348.0,13
784,5352,5350.0,13
785,5355,5093.0,23
786,5356,5355.0,23
787,5357,5356.0,23
788,5359,5093.0,13
789,5359,5357.0,23
790,5361,5151.0,23
791,5362,5152.0,23
792,5363,5362.0,23
793,5364,5363.0,23
794,5365,5364.0,23
795,5366,5365.0,23
796,5367,5366.0,23
797,5368,5154.0,41
798,5369,5368.0,41
799,5370,5369.0,41
800,5374,5370.0,41
801,5375,5374.0,41
802,5376,5375.0,41
803,5378,5376.0,41
804,5409,5066.0,109
805,5409,5069.0,146
806,85033,85099.0,23
807,85053,1087.0,9
808,85099,2974.0,42
809,85099,85033.0,45
