,source,target,size
483,2033,858.0,180
484,2033,1715.0,10
485,2033,2987.0,255
486,2033,3098.0,9
487,2035,2894.0,72
488,2036,1858.0,22
489,2036,3053.0,76
490,2046,1037.0,40
491,2046,1039.0,45
492,2046,1720.0,67
493,2046,2301.0,34
494,2046,3380.0,39
495,2099,1229.0,52
496,2099,3025.0,22
497,2111,937.0,7
498,2111,975.0,28
499,2111,1134.0,7
500,2111,2564.0,17
501,2111,2589.0,45
502,2112,725.0,36
503,2112,866.0,72
504,2112,1202.0,42
505,2112,2513.0,68
506,2112,2881.0,20
507,2138,2640.0,39
508,2138,3134.0,62
509,2143,588.0,45
510,2143,736.0,67
511,2147,1712.0,152
512,2147,2919.0,89
513,2147,2920.0,7
514,2147,3016.0,37
515,2147,3061.0,244
516,2147,3507.0,373
517,2151,1139.0,17
518,2151,1258.0,93
519,2164,1134.0,12
520,2164,1626.0,40
521,2164,2211.0,40
522,2195,2218.0,6
523,2195,2760.0,17
524,2211,374.0,27
525,2211,1134.0,39
526,2211,1202.0,25
527,2211,1626.0,5
528,2211,2164.0,52
529,2218,2195.0,17
530,2218,2760.0,12
531,2218,2916.0,6
532,2223,424.0,30
533,2223,632.0,31
534,2223,2836.0,84
535,2223,3183.0,48
536,2235,424.0,31
537,2235,1111.0,30
538,2250,654.0,55
539,2260,801.0,60
540,2260,1542.0,9
541,2260,1593.0,47
542,2275,1089.0,24
543,2275,2477.0,32
544,2290,3012.0,10
545,2301,1863.0,34
546,2301,2046.0,54
547,2335,2336.0,72
548,2335,3114.0,72
549,2336,472.0,72
550,2336,2335.0,72
551,2337,634.0,185
552,2337,950.0,76
553,2345,381.0,117
554,2345,2987.0,210
555,2345,3098.0,454
556,2391,1899.0,36
557,2391,2019.0,29
558,2392,1940.0,16
559,2392,3022.0,32
560,2419,799.0,48
561,2419,1085.0,33
562,2419,1848.0,77
563,2419,2919.0,46
564,2435,2564.0,28
565,2435,2651.0,17
566,2437,734.0,44
567,2437,1085.0,124
568,2437,1128.0,71
569,2437,1974.0,72
570,2437,2919.0,9
571,2477,2275.0,24
572,2477,2632.0,32
573,2481,1188.0,54
574,2481,1739.0,34
575,2487,710.0,188
576,2487,1720.0,200
577,2504,1100.0,17
578,2513,934.0,68
579,2513,2112.0,72
580,2518,746.0,11
581,2520,710.0,200
582,2520,1688.0,188
583,2557,1973.0,11
584,2564,2111.0,28
585,2564,2435.0,17
586,2573,455.0,76
587,2573,2760.0,25
588,2589,1134.0,45
589,2589,2111.0,36
590,2603,576.0,24
591,2603,734.0,86
592,2603,1835.0,90
593,2604,1688.0,200
594,2604,2820.0,163
595,2611,1037.0,13
596,2611,3134.0,39
597,2611,3380.0,49
598,2612,1119.0,60
599,2612,1930.0,151
600,2612,2982.0,32
601,2632,1919.0,32
602,2632,2477.0,24
603,2636,636.0,60
604,2636,1542.0,47
605,2640,1311.0,39
606,2640,2138.0,62
607,2651,975.0,17
608,2651,2435.0,28
609,2655,2976.0,42
610,2686,937.0,36
611,2686,1584.0,59
612,2696,819.0,120
613,2696,1158.0,4
614,2696,1230.0,285
615,2696,1841.0,23
616,2696,3222.0,18
617,2696,5052.0,171
618,2697,397.0,47
619,2697,632.0,71
620,2713,461.0,18
621,2713,1259.0,20
622,2713,1393.0,28
623,2713,3018.0,30
624,2716,1711.0,570
625,2716,1841.0,543
626,2757,948.0,30
627,2757,3018.0,20
628,2760,1025.0,20
629,2760,1846.0,61
630,2760,2195.0,6
631,2760,2573.0,56
632,2760,2916.0,22
633,2763,926.0,44
634,2763,997.0,82
635,2790,457.0,28
636,2790,746.0,67
637,2793,461.0,28
638,2793,3012.0,18
639,2808,455.0,25
640,2808,1846.0,58
641,2820,1584.0,163
642,2820,2604.0,200
643,2833,1393.0,9
644,2833,1853.0,60
645,2833,2906.0,47
646,2836,811.0,84
647,2836,2223.0,48
648,2850,2916.0,23
649,2850,3071.0,17
650,2881,1415.0,20
651,2881,2112.0,11
652,2889,1682.0,62
653,2889,2655.0,42
654,2889,2973.0,39
655,2894,1153.0,72
656,2894,2035.0,68
657,2906,636.0,47
658,2906,2833.0,60
659,2909,1618.0,163
660,2909,1917.0,98
661,2910,380.0,287
662,2910,951.0,214
663,2916,641.0,6
664,2916,2218.0,12
665,2916,2504.0,17
666,2916,2760.0,11
667,2916,2850.0,22
668,2919,892.0,44
669,2919,951.0,287
670,2919,1712.0,71
671,2919,2147.0,101
672,2919,2419.0,33
673,2919,2920.0,49
674,2919,3048.0,48
675,2920,2147.0,26
676,2920,2919.0,49
677,2920,3016.0,7
678,2920,3594.0,49
679,2923,779.0,8
680,2923,780.0,168
681,2923,1386.0,138
682,2930,891.0,76
683,2930,1604.0,163
684,2934,1402.0,40
685,2934,1407.0,44
686,2973,1858.0,7
687,2973,2889.0,94
688,2973,2981.0,39
689,2974,451.0,107
690,2974,85099.0,91
691,2976,1936.0,42
692,2981,193.0,39
693,2981,2973.0,94
694,2982,1119.0,151
695,2982,1550.0,92
696,2982,1930.0,30
697,2987,2033.0,180
698,2987,2345.0,240
699,2987,3098.0,15
700,2993,618.0,69
701,2993,1329.0,74
702,2993,1632.0,49
703,2994,1393.0,104
704,2994,1413.0,315
705,2994,1492.0,136
706,3012,1253.0,9
707,3012,2793.0,28
708,3013,1263.0,32
709,3013,1919.0,24
710,3014,2019.0,36
711,3015,807.0,24
712,3015,1550.0,16
713,3016,632.0,44
714,3016,1712.0,9
715,3016,2147.0,20
716,3016,2920.0,33
717,3016,3594.0,49
718,3016,3595.0,49
719,3018,2713.0,20
720,3018,2757.0,30
721,3022,1634.0,32
722,3022,2392.0,16
723,3025,2099.0,63
724,3032,1404.0,24
725,3038,813.0,72
726,3038,1425.0,72
727,3048,1848.0,48
728,3048,2919.0,77
729,3053,367.0,87
730,3053,2036.0,22
731,3061,1690.0,244
732,3061,2147.0,257
733,3071,641.0,17
734,3074,634.0,76
735,3074,891.0,185
736,3095,1037.0,32
737,3095,1467.0,40
738,3098,766.0,38
739,3098,1554.0,64
740,3098,1708.0,435
741,3098,1715.0,83
742,3098,1728.0,19
743,3098,2345.0,361
744,3099,1708.0,395
745,3099,1712.0,19
746,3099,1713.0,407
747,3099,1715.0,109
748,3101,768.0,98
749,3101,1842.0,163
750,3109,1202.0,20
751,3109,1415.0,11
752,3114,813.0,72
753,3114,2335.0,72
754,3119,381.0,163
755,3119,1174.0,117
756,3123,964.0,11
757,3134,2138.0,39
758,3134,2611.0,62
759,3169,1712.0,147
760,3169,1717.0,159
761,3169,1718.0,354
762,3169,3507.0,358
763,3183,632.0,48
764,3183,2223.0,84
765,3222,400.0,20
766,3222,401.0,28
767,3222,1158.0,175
768,3222,1208.0,132
769,3222,2696.0,18
770,3372,997.0,44
771,3372,1201.0,63
772,3380,2046.0,49
773,3380,2611.0,39
774,3468,1718.0,683
775,3468,1723.0,607
776,3507,2147.0,358
777,3507,3169.0,354
778,3594,2920.0,49
779,3594,3016.0,49
780,3595,3016.0,49
781,3595,3596.0,49
782,3596,632.0,49
783,3596,3595.0,49
784,5046,819.0,91
785,5046,5073.0,259
786,5046,5086.0,84
787,5048,1707.0,550
788,5048,5064.0,505
789,5048,5262.0,124
790,5048,5264.0,93
791,5048,5309.0,116
792,5048,5314.0,15
793,5048,5336.0,104
794,5048,5338.0,9
795,5049,5064.0,171
796,5049,5073.0,188
797,5051,5348.0,55
798,5052,2696.0,188
799,5052,5073.0,171
800,5053,1707.0,50
801,5053,5054.0,637
802,5054,1707.0,624
803,5054,5053.0,707
804,5056,1707.0,279
805,5056,5057.0,254
806,5057,5056.0,279
807,5057,5058.0,254
808,5058,5057.0,304
809,5058,5059.0,254
810,5059,5058.0,304
811,5059,5060.0,254
812,5060,5059.0,304
813,5060,5061.0,254
814,5061,5060.0,304
815,5061,5062.0,254
816,5062,5061.0,304
817,5062,5063.0,254
818,5063,5062.0,304
819,5063,5064.0,241
820,5064,5048.0,412
821,5064,5049.0,188
822,5064,5063.0,317
823,5065,1707.0,354
824,5065,5066.0,224
825,5065,5073.0,84
826,5066,5065.0,233
827,5066,5409.0,224
828,5069,5070.0,205
829,5069,5409.0,252
830,5070,5069.0,252
831,5070,5071.0,104
832,5071,5070.0,138
833,5071,5072.0,104
834,5072,5071.0,138
835,5072,5073.0,104
836,5073,5046.0,188
837,5073,5049.0,171
838,5073,5052.0,188
839,5073,5065.0,121
840,5073,5072.0,138
841,5086,5046.0,156
842,5086,5087.0,84
843,5087,5086.0,156
844,5087,5088.0,84
845,5088,5087.0,156
846,5088,5089.0,71
847,5088,5090.0,13
848,5089,5088.0,121
849,5089,5090.0,71
850,5090,5089.0,121
851,5090,5091.0,84
852,5091,1698.0,13
853,5091,5090.0,121
854,5091,5092.0,52
855,5092,1698.0,52
856,5092,5091.0,140
857,5093,5352.0,16
858,5093,5353.0,31
859,5093,5355.0,97
860,5093,5359.0,27
861,5094,1698.0,140
862,5094,5095.0,37
863,5095,5094.0,95
864,5095,5096.0,19
865,5095,5097.0,18
866,5096,5095.0,95
867,5096,5097.0,19
868,5097,5096.0,95
869,5097,5098.0,37
870,5098,5097.0,95
871,5151,5152.0,27
872,5151,5359.0,70
873,5151,5361.0,74
874,5152,5361.0,70
875,5152,5362.0,90
876,5152,5364.0,27
877,5154,734.0,13
878,5154,5366.0,29
879,5154,5367.0,54
880,5154,5368.0,126
881,5154,5370.0,14
882,5262,5048.0,176
883,5262,5263.0,107
884,5263,5262.0,193
885,5263,5264.0,107
886,5264,766.0,61
887,5264,5048.0,51
888,5264,5263.0,193
889,5264,5265.0,145
890,5264,5266.0,88
891,5264,5334.0,40
892,5265,5264.0,194
893,5265,5266.0,145
894,5266,5264.0,51
895,5266,5265.0,194
896,5266,5276.0,87
897,5276,5266.0,81
898,5309,5048.0,136
899,5309,5310.0,116
900,5310,5309.0,151
901,5310,5311.0,116
902,5311,5310.0,151
903,5311,5312.0,116
904,5312,5311.0,151
905,5312,5313.0,116
906,5313,5312.0,151
907,5313,5314.0,116
908,5314,5048.0,77
909,5314,5313.0,151
910,5314,5315.0,116
911,5314,5318.0,15
912,5315,5314.0,151
913,5315,5316.0,116
914,5316,5315.0,151
915,5316,5317.0,116
916,5317,5316.0,151
917,5317,5318.0,116
918,5318,5314.0,77
919,5318,5317.0,151
920,5318,5319.0,131
921,5319,5318.0,228
922,5319,5320.0,86
923,5320,5319.0,123
924,5320,5321.0,86
925,5321,5320.0,123
926,5321,5322.0,86
927,5322,5321.0,123
928,5322,5323.0,63
929,5323,5322.0,123
930,5323,5324.0,48
931,5323,5325.0,15
932,5324,5323.0,32
933,5324,5325.0,48
934,5325,5323.0,114
935,5325,5324.0,32
936,5325,5326.0,63
937,5326,5325.0,146
938,5326,5327.0,63
939,5327,5326.0,146
940,5327,5328.0,63
941,5328,5327.0,146
942,5332,5333.0,60
943,5333,5332.0,40
944,5333,5334.0,60
945,5334,5264.0,60
946,5334,5333.0,40
947,5336,5048.0,118
948,5336,5337.0,104
949,5337,5336.0,118
950,5337,5338.0,104
951,5338,5048.0,26
952,5338,5337.0,118
953,5338,5339.0,104
954,5338,5343.0,9
955,5339,5338.0,118
956,5339,5340.0,104
957,5340,5339.0,118
958,5340,5341.0,104
959,5341,5340.0,118
960,5341,5342.0,104
961,5342,5341.0,118
962,5342,5343.0,104
963,5343,5338.0,26
964,5343,5342.0,118
965,5343,5344.0,113
966,5344,5343.0,159
967,5344,5345.0,113
968,5345,5344.0,146
969,5345,5346.0,99
970,5346,5345.0,138
971,5347,5051.0,31
972,5348,5051.0,16
973,5348,5347.0,31
974,5348,5350.0,55
975,5349,5348.0,31
976,5350,5348.0,16
977,5350,5349.0,31
978,5350,5352.0,55
979,5351,5350.0,31
980,5352,5093.0,27
981,5352,5350.0,16
982,5352,5351.0,31
983,5352,5353.0,28
984,5353,5093.0,28
985,5353,5352.0,31
986,5355,5093.0,70
987,5355,5356.0,74
988,5356,5355.0,70
989,5356,5357.0,74
990,5357,5356.0,70
991,5357,5359.0,74
992,5359,5151.0,101
993,5359,5357.0,70
994,5361,5151.0,70
995,5361,5152.0,74
996,5362,5152.0,54
997,5362,5363.0,90
998,5363,5362.0,54
999,5363,5364.0,90
1000,5364,5152.0,29
1001,5364,5363.0,54
1002,5364,5365.0,117
1003,5365,5364.0,83
1004,5365,5366.0,117
1005,5366,5154.0,27
1006,5366,5365.0,83
1007,5366,5367.0,90
1008,5367,5154.0,90
1009,5367,5366.0,54
1010,5368,5154.0,72
1011,5368,5369.0,126
1012,5369,5368.0,72
1013,5369,5370.0,126
1014,5370,734.0,14
1015,5370,5369.0,72
1016,5370,5374.0,117
1017,5374,5370.0,72
1018,5374,5375.0,117
1019,5375,5374.0,72
1020,5375,5376.0,117
1021,5376,5375.0,72
1022,5376,5378.0,117
1023,5378,734.0,117
1024,5378,5376.0,72
1025,5409,5066.0,233
1026,5409,5069.0,205
1027,85033,85053.0,36
1028,85033,85099.0,107
1029,85053,1087.0,36
1030,85053,85033.0,47
1031,85099,2974.0,107
1032,85099,85033.0,81
