,source,target,size
661,5088,5089.0,57
662,5089,5088.0,57
663,5089,5090.0,57
664,5090,5089.0,57
665,5090,5091.0,38
666,5091,5090.0,38
667,5091,5092.0,38
668,5092,1698.0,57
669,5092,5091.0,38
670,5093,5352.0,26
671,5093,5359.0,26
672,5094,1698.0,57
673,5094,5095.0,57
674,5095,5094.0,57
675,5095,5096.0,57
676,5096,5095.0,57
677,5096,5097.0,57
678,5097,5096.0,57
679,5097,5098.0,57
680,5098,5097.0,57
681,5151,5152.0,13
682,5151,5359.0,49
683,5151,5361.0,41
684,5152,5151.0,13
685,5152,5361.0,41
686,5152,5362.0,41
687,5152,5364.0,13
688,5154,734.0,13
689,5154,5366.0,13
690,5154,5367.0,41
691,5154,5368.0,50
692,5262,5048.0,64
693,5262,5263.0,64
694,5263,5262.0,64
695,5263,5264.0,81
696,5264,766.0,45
697,5264,5048.0,63
698,5264,5263.0,81
699,5264,5265.0,95
700,5264,5266.0,58
701,5264,5334.0,30
702,5265,5264.0,96
703,5265,5266.0,95
704,5266,5264.0,58
705,5266,5265.0,96
706,5266,5276.0,51
707,5276,5266.0,63
708,5309,5048.0,46
709,5309,5310.0,87
710,5310,5309.0,70
711,5310,5311.0,87
712,5311,5310.0,70
713,5311,5312.0,87
714,5312,5311.0,70
715,5312,5313.0,87
716,5313,5312.0,70
717,5313,5314.0,87
718,5314,5313.0,70
719,5314,5315.0,87
720,5315,5314.0,70
721,5315,5316.0,87
722,5316,5315.0,70
723,5316,5317.0,71
724,5317,5316.0,70
725,5317,5318.0,71
726,5318,5317.0,85
727,5318,5319.0,71
728,5319,5318.0,85
729,5319,5320.0,71
730,5320,5319.0,70
731,5320,5321.0,71
732,5321,5320.0,70
733,5321,5322.0,47
734,5322,5321.0,70
735,5322,5323.0,47
736,5323,5322.0,47
737,5323,5324.0,24
738,5323,5325.0,46
739,5324,5323.0,48
740,5324,5325.0,24
741,5325,5323.0,23
742,5325,5324.0,48
743,5325,5326.0,70
744,5326,5325.0,71
745,5326,5327.0,70
746,5327,5326.0,71
747,5327,5328.0,70
748,5328,5327.0,71
749,5332,5333.0,30
750,5333,5332.0,30
751,5333,5334.0,30
752,5334,5264.0,30
753,5334,5333.0,30
754,5336,5048.0,60
755,5336,5337.0,60
756,5337,5336.0,60
757,5337,5338.0,60
758,5338,5337.0,60
759,5338,5339.0,60
760,5339,5338.0,60
761,5339,5340.0,60
762,5340,5339.0,60
763,5340,5341.0,60
764,5341,5340.0,60
765,5341,5342.0,60
766,5342,5341.0,60
767,5342,5343.0,45
768,5343,5342.0,45
769,5343,5344.0,45
770,5344,5343.0,45
771,5344,5345.0,45
772,5345,5344.0,60
773,5345,5346.0,45
774,5346,5345.0,60
775,5348,5051.0,13
776,5348,5350.0,26
777,5350,5348.0,26
778,5350,5352.0,26
779,5352,5093.0,26
780,5352,5350.0,26
781,5356,5357.0,23
782,5357,5359.0,23
783,5359,5093.0,26
784,5359,5151.0,49
785,5359,5357.0,23
786,5361,5151.0,41
787,5361,5152.0,41
788,5362,5152.0,41
789,5362,5363.0,41
790,5363,5362.0,41
791,5363,5364.0,41
792,5364,5152.0,13
793,5364,5363.0,41
794,5364,5365.0,54
795,5365,5364.0,54
796,5365,5366.0,54
797,5366,5154.0,13
798,5366,5365.0,54
799,5366,5367.0,41
800,5367,5154.0,41
801,5367,5366.0,41
802,5368,5154.0,50
803,5368,5369.0,50
804,5369,5368.0,50
805,5369,5370.0,50
806,5370,5369.0,50
807,5370,5374.0,50
808,5374,5370.0,50
809,5374,5375.0,59
810,5375,5374.0,50
811,5375,5376.0,59
812,5376,5375.0,59
813,5376,5378.0,41
814,5378,734.0,41
815,5378,5376.0,59
816,5409,5066.0,173
817,5409,5069.0,173
818,85033,85053.0,18
819,85033,85099.0,41
820,85053,1087.0,27
821,85053,85033.0,18
822,85099,2974.0,60
823,85099,85033.0,52
