stop_id
1863
5072
5071
1949
654
3015
5051
2033
3123
461
5096
2260
365
866
1639
5062
1202
1721
2151
1718
1739
1711
1848
2636
2713
1407
5073
1713
3014
819
2910
951
5094
5320
1225
2290
2487
725
2419
367
5364
5316
5323
2793
1188
5409
5338
1717
2435
5265
3061
3380
737
2392
1253
3119
3012
1973
3095
1581
2930
1066
5152
811
873
457
1046
5264
5326
5318
5319
2920
1707
2836
5063
2934
2557
2336
2760
5312
2632
1413
948
407
5087
3101
2808
1550
858
1690
5344
5058
1634
2655
2697
3183
1841
1037
5090
5052
636
926
193
2976
2894
5321
1715
2981
2564
3595
1808
5060
5262
2919
1618
5059
746
1919
1940
5056
5313
2763
1039
2982
5098
5310
1720
1085
2223
1119
2651
634
5057
2611
1934
883
2520
1089
5370
2906
406
5089
799
892
1201
3025
780
2112
2111
5339
3222
3114
1153
635
1393
2757
641
5154
1208
899
1087
5046
5324
632
997
2987
1099
1128
2147
381
1040
642
3596
1698
5276
2696
5097
2275
891
1402
1712
2889
5070
588
2337
710
1719
1714
2211
5332
5351
5348
5368
5365
5355
1632
2686
5325
5093
1263
5343
85053
1259
5091
2437
1005
734
401
618
388
2218
2250
3099
937
1974
5088
1425
947
934
400
2820
3018
801
1846
872
1858
2504
3372
1761
964
2513
424
58
1025
1228
2994
5069
813
5375
5369
5366
5357
5356
5317
5327
2035
2612
1187
3022
1492
1645
1930
5066
2015
3053
5334
3169
2235
1969
374
736
5053
2909
766
1139
1899
1467
1100
5311
2195
3134
950
3071
1585
1404
2391
1542
5266
1575
1964
2916
2881
1708
2790
1688
1093
615
3098
975
2923
5048
1554
380
1716
5322
768
1917
807
5263
1174
2603
451
1682
5353
5376
5374
5361
5359
1151
2481
2850
397
698
2973
5061
5095
1193
3013
932
5340
5345
5346
1311
2477
1230
3048
5092
5314
85033
3038
1835
2335
1111
3507
731
5049
5151
1386
2589
2164
5086
1134
779
1728
1158
1593
905
455
1258
3109
5350
5347
5367
5363
5362
5336
5064
2518
1998
2716
1723
5341
5342
2974
2099
3016
1936
1937
2345
5315
438
1229
405
2036
1329
576
2833
3032
3074
2019
1584
5309
1704
1754
2143
1626
5065
2301
3594
5328
453
1415
1528
1551
1842
472
5333
5378
5352
5349
1473
2046
2640
1189
2138
2604
1853
2573
85099
5337
5054
3468
1029
2993
1604
