stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,stop_url,location_type,parent_station
801,,CALDE', ,45.945607,8.663181, ,0, 
1846,,MORBEGNO, ,46.136579,9.568936, ,0, 
872,,CANTU', ,45.752315,9.130076, ,0, 
1858,,MORTARA, ,45.252204,8.732141, ,0, 
2504,,S.GIACOMO DI TEGLIO, ,46.15982,10.027307, ,0, 
3372,,MADIGNANO, ,45.343672,9.730268, ,0, 
1761,,MOLTENO, ,45.780839,9.301783, ,0, 
964,,CASTEGGIO, ,45.017247,9.124907, ,0, 
2513,,S.GIOVANNI IN CROCE, ,45.075771,10.377249, ,0, 
424,,AMBIVERE MAPELLO, ,45.722093,9.550367, ,0, 
58,,MILANO ROMOLO, ,45.443351,9.167479, ,0, 
1025,,CASTIONE ANDEVENNO, ,46.161568,9.806027, ,0, 
1228,,DERVIO, ,46.077596,9.306139, ,0, 
2994,,VARESE, ,45.816444,8.832364, ,0, 
5069,,PADERNO DUGNANO, ,45.564943,9.16134, ,0, 
813,,CALVISANO, ,45.346679,10.34911, ,0, 
5375,,PADERNO, ,45.586939,10.086994, ,0, 
5369,,BORGONATO-ADRO, ,45.622211,10.019971, ,0, 
5366,,SULZANO, ,45.689782,10.100783, ,0, 
5357,,PIAN DI BORNO, ,45.916072,10.221485, ,0, 
5356,,COGNO-ESINE, ,45.929379,10.241071, ,0, 
5317,,VEDANO OLONA, ,45.777289,8.887011, ,0, 
5327,,CITTIGLIO, ,45.892467,8.667349, ,0, 
2035,,PARMA, ,44.810001,10.328237, ,0, 
2612,,SALA AL BARRO-GALBIATE, ,45.821334,9.359252, ,0, 
1187,,CORSICO, ,45.434543,9.105011, ,0, 
3022,,VEROLANUOVA, ,45.325002,10.083706, ,0, 
1492,,INDUNO OLONA, ,45.847067,8.838758, ,0, 
1645,,MARCARIA, ,45.124381,10.533727, ,0, 
1930,,OGGIONO, ,45.788912,9.337667, ,0, 
5066,,MILANO BRUZZANO PARCO NORD, ,45.531987,9.17235, ,0, 
2015,,PALAZZOLO SULL'OGLIO, ,45.602376,9.8949, ,0, 
3053,,VIGEVANO, ,45.312778,8.86189, ,0, 
5334,,VANZAGHELLO-MAGNAGO, ,45.577694,8.787788, ,0, 
3169,,MILANO FORLANINI, ,45.471558,9.245884, ,0, 
2235,,PONTIDA, ,45.73008,9.511601, ,0, 
1969,,OSPEDALETTO LODIGIANO, ,45.169244,9.575341, ,0, 
374,,ACQUANEGRA CREMONESE, ,45.171831,9.888637, ,0, 
736,,BRESSANA ARGINE, ,45.072833,9.137082, ,0, 
5053,,MILANO CADORNA, ,45.468359,9.175596, ,0, 
2909,,TRECATE, ,45.428625,8.73927, ,0, 
766,,BUSTO ARSIZIO, ,45.616019,8.864700, ,0, 
1139,,COLICO, ,46.137793,9.3756, ,0, 
1899,,NICORVO, ,45.275547,8.671426, ,0, 
1467,,GROPELLO CAIROLI, ,45.173222,8.99165, ,0, 
1100,,CHIURO, ,46.164592,9.992248, ,0, 
5311,,MOZZATE, ,45.677752,8.955131, ,0, 
2195,,POGGIRIDENTI-TRESIVIO-PIATEDA, ,46.166966,9.934001, ,0, 
3134,,ZINASCO NUOVO, ,45.124527,8.999737, ,0, 
950,,CASSAGO-NIBIONNO-BULCIAGO, ,45.746092,9.279901, ,0, 
3071,,VILLA DI TIRANO, ,46.196256,10.130532, ,0, 
1585,,LOMELLO, ,45.11735,8.799164, ,0, 
1404,,GARBAGNA, ,45.385638,8.666421, ,0, 
2391,,ROBBIO, ,45.293455,8.597161, ,0, 
1542,,LAVENO MOMBELLO, ,45.903206,8.624394, ,0, 
5266,,MALPENSA AEROPORTO T.1, ,45.62712,8.711128, ,0, 
1575,,LIERNA, ,45.960908,9.302791, ,0, 
1964,,OSNAGO, ,45.678597,9.38719, ,0, 
2916,,TRESENDA-APRICA-TEGLIO, ,46.162235,10.083826, ,0, 
2881,,TORRE DE' PICENARDI, ,45.137311,10.286894, ,0, 
1708,,MILANO CERTOSA, ,45.506948,9.13452, ,0, 
2790,,STRADELLA, ,45.079286,9.300823, ,0, 
1688,,MELEGNANO, ,45.356509,9.319394, ,0, 
1093,,CHIGNOLO PO, ,45.1608,9.494103, ,0, 
615,,BELGIOIOSO, ,45.164444,9.316975, ,0, 
3098,,RHO FIERA, ,45.51561,9.088644, ,0, 
975,,CASTEL S.GIOVANNI, ,45.063071,9.436856, ,0, 
2923,,TREZZANO SUL NAVIGLIO, ,45.420203,9.066851, ,0, 
5048,,SARONNO, ,45.625316,9.030748, ,0, 
1554,,LEGNANO, ,45.593625,8.910918, ,0, 
380,,POZZUOLO MARTESANA, ,45.508576,9.456691, ,0, 
1716,,MILANO PORTA GENOVA, ,45.453198,9.16966, ,0, 
5322,,BARASSO-COMERIO, ,45.83534,8.751125, ,0, 
768,,BUTTAFAVA, ,45.621382,9.301289, ,0, 
1917,,NOVARA, ,45.451094,8.624514, ,0, 
807,,CALOLZIOCORTE OLGINATE, ,45.801818,9.427125, ,0, 
5263,,CASTELLANZA, ,45.613557,8.893948, ,0, 
1174,,CORBETTA-S.STEFANO TICINO, ,45.480865,8.917908, ,0, 
2603,,S.ZENO FOLZANO, ,45.491487,10.211875, ,0, 
451,,ARCISATE, ,45.858723,8.862649, ,0, 
1682,,MEDE, ,45.095125,8.742553, ,0, 
5353,,CETO-CERVENO, ,45.996833,10.338974, ,0, 
5376,,CASTEGNATO, ,45.566256,10.118224, ,0, 
5374,,PASSIRANO, ,45.622239,10.020001, ,0, 
5361,,PIANCAMUNO-GRATACASOLO, ,45.840023,10.138753, ,0, 
5359,,BOARIO TERME, ,45.892036,10.190793, ,0, 
1151,,COLOGNE, ,45.576682,9.935388, ,0, 
2481,,S.CRISTINA E BISSONE, ,45.16048,9.401121, ,0, 
2850,,TIRANO, ,46.215083,10.166827, ,0, 
397,,ALBANO S.ALESSANDRO, ,45.682871,9.767441, ,0, 
698,,BORGO LAVEZZARO, ,45.318727,8.703082, ,0, 
2973,,VALENZA, ,45.023451,8.62607, ,0, 
5061,,GARBAGNATE MILANESE, ,45.580271,9.080171, ,0, 
5095,,PONTELAMBRO-CASTELMARTE, ,45.829169,9.225603, ,0, 
1193,,COSTA MASNAGA, ,45.763496,9.285118, ,0, 
3013,,VERCEIA, ,46.202724,9.458547, ,0, 
932,,CASALETTO VAPRIO, ,45.409183,9.631486, ,0, 
5340,,CADORAGO, ,45.729837,9.040981, ,0, 
5345,,COMO BORGHI, ,45.804912,9.090859, ,0, 
5346,,COMO LAGO, ,45.814169,9.084197, ,0, 
1311,,FERRERA LOMELLINA, ,45.111857,8.862877, ,0, 
2477,,S.CASSIANO VALCHIAVENNA, ,46.274156,9.397865, ,0, 
1230,,DESIO, ,45.620174,9.218221, ,0, 
3048,,VIDALENGO, ,45.517692,9.636855, ,0, 
5092,,LAMBRUGO-LURAGO, ,45.761513,9.23852, ,0, 
5314,,TRADATE, ,45.710401,8.906964, ,0, 
85033,,MENDRISIO, ,45.869120,8.978602, ,0, 
3038,,VIADANA BRESCIANA, ,45.373712,10.331944, ,0, 
1835,,MONTIRONE, ,45.451261,10.239322, ,0, 
2335,,REMEDELLO SOPRA, ,45.278329,10.379049, ,0, 
1111,,CISANO CAPRINO BERGAMASCO, ,45.739701,9.474504, ,0, 
3507,,SEGRATE, ,45.480746,9.298307, ,0, 
731,,BRENNA-ALZATE, ,45.754185,9.18324, ,0, 
5049,,CERIANO LAGHETTO-SOLARO, ,45.624993,9.080098, ,0, 
5151,,DARFO-CORNA, ,45.884297,10.181062, ,0, 
1386,,GAGGIANO, ,45.408791,9.031338, ,0, 
2589,,S.STEFANO LODIGIANO, ,45.121991,9.723029, ,0, 
2164,,PIZZIGHETTONE, ,45.181893,9.777113, ,0, 
5086,,MEDA, ,45.662452,9.158918, ,0, 
1134,,CODOGNO, ,45.155116,9.701649, ,0, 
779,,ALBAIRATE-VERMEZZO, ,45.404354,8.958227, ,0, 
1728,,MILANO CENTRALE, ,45.485188,9.202954, ,0, 
1158,,COMO S.GIOVANNI, ,45.809108,9.072926, ,0, 
1593,,LUINO, ,45.996876,8.737411, ,0, 
905,,CARNATE USMATE, ,45.653187,9.375055, ,0, 
455,,ARDENNO MASINO, ,46.161629,9.650937, ,0, 
1258,,DORIO, ,46.102706,9.319217, ,0, 
3109,,VILLETTA MALAGNINO, ,45.136891,10.112124, ,0, 
5350,,CEDEGOLO, ,46.072507,10.350063, ,0, 
5347,,SONICO, ,46.163355,10.351353, ,0, 
5367,,PILZONE, ,45.674249,10.079602, ,0, 
5363,,VELLO, ,45.753466,10.08251, ,0, 
5362,,TOLINE, ,45.787405,10.088282, ,0, 
5336,,ROVELLO PORRO, ,45.651603,9.036346, ,0, 
5064,,SARONNO SUD, ,45.612351,9.045529, ,0, 
2518,,S.GIULETTA, ,45.035623,9.179388, ,0, 
1998,,PADERNO ROBBIATE, ,45.678445,9.439335, ,0, 
2716,,SESTO S.GIOVANNI, ,45.540841,9.238847, ,0, 
1723,,MILANO PORTA VENEZIA, ,45.476323,9.207863, ,0, 
5341,,FINO MORNASCO, ,45.74661,9.047252, ,0, 
5342,,PORTICHETTO-LUISAGO, ,45.759282,9.050363, ,0, 
2974,,CANTELLO GAGGIOLO, ,45.837801,8.907243, ,0, 
2099,,PESCHIERA DEL GARDA, ,45.437593,10.702438, ,0, 
3016,,VERDELLO DALMINE, ,45.605707,9.619946, ,0, 
1936,,OLEVANO, ,45.212119,8.712043, ,0, 
1937,,OLGIATE-CALCO-BRIVIO, ,45.729155,9.403557, ,0, 
2345,,RHO, ,45.524067,9.043615, ,0, 
5315,,VENEGONO INFERIORE, ,45.736773,8.895208, ,0, 
438,,ANZANO DEL PARCO, ,45.765152,9.20245, ,0, 
1229,,DESENZANO DEL GARDA-SIRMIONE, ,45.463092,10.536289, ,0, 
405,,ALBIZZATE SOLBIATE ARNO, ,45.723274,8.806175, ,0, 
2036,,PARONA LOMELLINA, ,45.280205,8.780257, ,0, 
1329,,FIUMELATTE, ,45.999006,9.292708, ,0, 
576,,BAGNOLO MELLA, ,45.428391,10.183755, ,0, 
2833,,TERNATE VARANO BORGHI, ,45.781777,8.700595, ,0, 
3032,,VESPOLATE, ,45.351425,8.671866, ,0, 
3074,,VILLA RAVERIO, ,45.690408,9.261751, ,0, 
2019,,PALESTRO, ,45.307191,8.534381, ,0, 
1584,,LODI, ,45.309198,9.4976, ,0, 
5309,,GERENZANO TURATE, ,45.645591,9.001416, ,0, 
1704,,MEZZANI RONDANI, ,44.951645,10.390459, ,0, 
1754,,MOIANA, ,45.787248,9.255772, ,0, 
2143,,PINAROLO PO, ,45.073369,9.170277, ,0, 
1626,,MALEO, ,45.170072,9.755339, ,0, 
5065,,MILANO AFFORI, ,45.52118,9.16764, ,0, 
2301,,PAVIA PORTA GARIBALDI, ,45.184219,9.166707, ,0, 
3594,,ARCENE, ,45.574496,9.605505, ,0, 
5328,,LAVENO MOMBELLO FN, ,45.90856,8.618487, ,0, 
453,,ARCORE, ,45.623661,9.322803, ,0, 
1415,,GAZZO PIEVE S.GIACOMO, ,45.136952,10.189967, ,0, 
1528,,LAMBRINIA, ,45.164278,9.527346, ,0, 
1551,,LECCO MAGGIANICO, ,45.831184,9.412011, ,0, 
1842,,MONZA SOBBORGHI, ,45.581905,9.284495, ,0, 
472,,ASOLA, ,45.220469,10.402615, ,0, 
5333,,CASTANO PRIMO, ,45.555929,8.772717, ,0, 
5378,,BORGO S.GIOVANNI, ,45.543257,10.190785, ,0, 
5352,,CAPO DI PONTE, ,46.031083,10.34631, ,0, 
5349,,FORNO ALLIONE, ,46.090053,10.314875, ,0, 
1473,,GRUMELLO DEL MONTE, ,45.634182,9.862952, ,0, 
2046,,PAVIA, ,45.188763,9.144815, ,0, 
2640,,SANNAZZARO, ,45.105453,8.905213, ,0, 
1189,,COSIO TRAONA, ,46.135445,9.525535, ,0, 
2138,,PIEVE ALBIGNOLA, ,45.116222,8.95963, ,0, 
2604,,S.ZENONE AL LAMBRO, ,45.337909,9.361355, ,0, 
1853,,MORNAGO CIMBRO, ,45.729852,8.734496, ,0, 
2573,,S.PIETRO BERBENNO, ,46.161241,9.740547, ,0, 
85099,,STABIO, ,45.850068,8.944581, ,0, 
5337,,ROVELLASCA-MANERA, ,45.665663,9.038226, ,0, 
5054,,MILANO DOMODOSSOLA, ,45.481199,9.162045, ,0, 
3468,,MILANO DATEO, ,45.465665,9.21702, ,0, 
1029,,CASTRONNO, ,45.744969,8.810563, ,0, 
2993,,VARENNA ESINO, ,46.014914,9.28621, ,0, 
1604,,MACHERIO-CANONICA, ,45.645627,9.2868, ,0, 
